name,season,school,conf,class,G,GS,MP_per,FG_per,FGA_per,FG%_per,2P_per,2PA_per,2P%_per,3P_per,3PA_per,3P%_per,FT_per,FTA_per,FT%_per,ORB_per,DRB_per,TRB_per,AST_per,STL_per,BLK_per,TOV_per,PF_per,PTS_per,SOS
Roger Mason Jr,2000-01,Virginia,ACC,SO,29,28,32,5,10.6,0.476,3.6,7.3,0.491,1.4,3.3,0.442,4.2,4.8,0.884,0.9,2.8,3.7,2.5,1.1,0.5,2.3,2.6,15.7,8.73
Roger Mason Jr,2001-02,Virginia,ACC,JR,29,29,36.1,5.6,13.7,0.409,2.8,6,0.463,2.8,7.6,0.367,4.6,5.2,0.881,0.6,2.6,3.2,4.1,0.9,0.4,3,2.2,18.6,7.93
Roger Mason Jr,Career,Virginia,,,89,68,29.6,4.4,10,0.436,2.8,5.9,0.479,1.5,4.1,0.375,3.6,4.1,0.869,,,3,2.6,1,0.4,2.2,2.3,13.8,7.63
Dan Langhi,1996-97,Vanderbilt,SEC,FR,31,2,15.4,1.1,2.5,0.434,0.8,1.6,0.49,0.3,0.9,0.333,1.8,2.4,0.743,,,2.5,0.3,0.4,0.1,0.9,1,4.2,7.78
Dan Langhi,1997-98,Vanderbilt,SEC,SO,31,2,15.9,2.2,5.2,0.42,1.4,3.1,0.463,0.8,2.2,0.358,1.2,1.5,0.766,,,2.9,0.5,0.4,0.2,1.3,1.5,6.3,7.01
Dan Langhi,1998-99,Vanderbilt,SEC,JR,29,28,32.9,5.6,13.4,0.418,4,9.2,0.432,1.6,4.2,0.385,4.9,5.8,0.844,,,7.3,1.2,0.8,0.2,2.4,1.8,17.7,6.82
Dan Langhi,1999-00,Vanderbilt,SEC,SR,30,29,34.4,7.4,15.5,0.477,5.5,10.7,0.511,1.9,4.8,0.403,5.4,6.2,0.871,,,6,0.8,0.4,0.3,1.8,1.9,22.1,7.54
Dan Langhi,Career,Vanderbilt,,,121,61,24.4,4,9,0.445,2.9,6,0.475,1.1,3,0.383,3.3,3.9,0.831,,,4.6,0.7,0.5,0.2,1.6,1.5,12.4,7.29
Charles O'Bannon,1993-94,UCLA,Pac-10,FR,28,27,28.5,4.7,9.2,0.514,4.1,7.5,0.543,0.6,1.7,0.383,1.6,2.4,0.647,,,6.8,1.6,1.1,1.4,2.3,3,11.6,6.77
Charles O'Bannon,1994-95,UCLA,Pac-10,SO,33,33,30.4,5.4,9.8,0.554,5.2,8.9,0.588,0.2,0.9,0.207,2.6,3.5,0.739,,,6.1,3.3,1.2,1.2,1.5,2.2,13.6,10.03
Charles O'Bannon,1995-96,UCLA,Pac-10,JR,31,30,31.5,5.4,10.2,0.527,4.6,8.2,0.565,0.7,2,0.371,2.9,3.7,0.767,,,6,2.6,1.1,0.6,3.1,2.3,14.3,7.34
Charles O'Bannon,1996-97,UCLA,Pac-10,SR,32,32,35.3,6.5,11.8,0.551,5.7,9.4,0.601,0.8,2.3,0.347,3.9,4.9,0.791,,,6.9,2.4,1.1,0.7,2.3,2.2,17.7,10.43
Charles O'Bannon,Career,UCLA,,,124,122,31.5,5.5,10.3,0.538,4.9,8.5,0.578,0.6,1.7,0.343,2.8,3.7,0.751,,,6.4,2.5,1.1,1,2.3,2.4,14.4,8.64
Daniel Ewing,2001-02,Duke,ACC,FR,35,0,18.2,2.3,4.8,0.479,1.4,2.8,0.495,0.9,2,0.457,1,1.5,0.686,1,1.2,2.2,1.3,0.9,0,0.8,2.3,6.5,9.16
Daniel Ewing,2002-03,Duke,ACC,SO,33,15,27.9,3.8,8.9,0.43,2.5,5.7,0.447,1.3,3.2,0.4,3.1,3.7,0.821,0.7,2.5,3.2,1.4,1.3,0.2,2,2.4,12,8.37
Daniel Ewing,2003-04,Duke,ACC,JR,37,32,30.6,4.1,9.8,0.417,2.1,4.9,0.423,2,4.9,0.411,2.5,3.4,0.742,1,1.6,2.6,1.9,1.4,0.1,1.7,2.9,12.6,10.86
Daniel Ewing,2004-05,Duke,ACC,SR,33,32,34.5,5.5,12.8,0.427,3.4,6.8,0.498,2.1,6,0.347,2.2,3.2,0.692,0.7,2.5,3.2,4,2,0.4,3,3,15.3,10.05
Daniel Ewing,Career,Duke,,,138,79,27.7,3.9,9,0.432,2.3,5,0.464,1.6,4,0.392,2.2,2.9,0.746,0.8,1.9,2.8,2.1,1.4,0.2,1.9,2.6,11.6,9.61
Robert Archibald,1998-99,Illinois,Big Ten,FR,32,8,14.3,1,2.6,0.39,1,2.6,0.39,0,0,,1,1.4,0.689,,,3.1,0.8,0.5,0.3,1.8,2.7,3,11.88
Robert Archibald,1999-00,Illinois,Big Ten,SO,30,20,12.1,1.2,2.2,0.522,1.2,2.2,0.522,0,0,,1,1.6,0.646,,,3.2,0.5,0.4,0.2,1,2.3,3.4,9.6
Robert Archibald,2000-01,Illinois,Big Ten,JR,34,2,15.1,2.3,3.9,0.588,2.3,3.9,0.588,0,0,,2.6,3.6,0.738,1.9,2.7,4.5,0.6,0.4,0.8,1.4,3.4,7.2,11.38
Robert Archibald,2001-02,Illinois,Big Ten,SR,34,31,22.6,3.4,5.1,0.659,3.4,5.1,0.663,0,0,0,3.9,6,0.654,2.1,3.5,5.5,1.3,0.7,1.1,2,3.6,10.6,9.94
Robert Archibald,Career,Illinois,,,130,61,16.2,2,3.5,0.57,2,3.5,0.571,0,0,0,2.2,3.2,0.681,,,4.1,0.8,0.5,0.6,1.6,3,6.2,10.7
Stanley Brundy,1985-86,DePaul,Ind,FR,18,4,9.6,1.1,2.4,0.465,3.6,6.3,,,,,0.3,0.9,0.294,,,2,0.6,0.4,0.4,0.5,1.1,2.5,7.43
Stanley Brundy,1986-87,DePaul,Ind,SO,31,0,21.4,3.6,6.3,0.569,3.6,6.3,0.569,0,0,,0.8,1.6,0.51,,,6.5,0.7,1.3,0.6,1,2.5,8,2.66
Stanley Brundy,1987-88,DePaul,Ind,JR,30,,30.5,6.5,9.8,0.658,6.5,9.8,0.658,0,0,,1.7,3.3,0.52,,,8.7,1.2,1.8,1.5,1.5,3.1,14.7,3.23
Stanley Brundy,1988-89,DePaul,Ind,SR,33,33,31.9,8.7,13.4,0.649,8.7,13.4,0.649,0,0,,2.1,4.4,0.486,,,10.2,1.2,2,1.4,2,3.2,19.5,5.28
Stanley Brundy,Career,DePaul,,,112,37,25,5.5,8.7,0.627,5.6,8.9,0.635,,,,1.4,2.8,0.49,,,7.5,1,1.5,1.1,1.3,2.6,12.3,4.65
Montrezl Harrell,2012-13,Louisville,Big East,FR,40,3,16.2,2.4,4.2,0.577,2.4,4.2,0.577,0,0,,0.8,1.6,0.508,1.6,2.1,3.6,0.2,0.5,0.7,0.6,1.3,5.7,9.14
Montrezl Harrell,2013-14,Louisville,AAC,SO,37,37,29.3,6,9.9,0.609,6,9.8,0.609,0.1,0.1,0.667,1.9,4.1,0.464,3.2,5.2,8.4,1.2,1,1.3,1.4,2.4,14,4.8
Montrezl Harrell,2014-15,Louisville,ACC,JR,35,35,35.1,6.1,10.7,0.566,5.8,9.7,0.602,0.3,1.1,0.243,3.3,5.5,0.597,3.2,6,9.2,1.4,0.9,1.2,2,2.1,15.7,8.98
Montrezl Harrell,Career,Louisville,,,112,75,26.4,4.8,8.1,0.586,4.7,7.8,0.6,0.1,0.4,0.275,1.9,3.6,0.533,2.6,4.3,6.9,0.9,0.8,1.1,1.3,1.9,11.6,7.64
Ryan Minor,1992-93,Oklahoma,Big 8,FR,31,3,13.8,1.7,3.9,0.433,1.4,3.2,0.434,0.3,0.7,0.429,1,1.5,0.667,,,2.7,1,0.7,0.3,0.8,2.1,4.7,10.18
Ryan Minor,1993-94,Oklahoma,Big 8,SO,25,24,30.4,5.9,11.9,0.498,4.7,8.8,0.539,1.2,3.1,0.385,3.4,4.4,0.773,,,7.4,1.8,1.9,0.6,1.9,2.3,16.2,9.01
Ryan Minor,1994-95,Oklahoma,Big 8,JR,32,32,36.5,8.1,16.7,0.486,6,11.2,0.532,2.2,5.5,0.392,5.2,6.3,0.823,,,8.4,2.2,2.2,0.7,2.4,3.5,23.6,7.1
Ryan Minor,1995-96,Oklahoma,Big 8,SR,30,0,37.1,7.2,17.4,0.417,5.2,11,0.47,2.1,6.4,0.325,4.8,5.8,0.822,,,7.6,2.6,1.6,0.8,2.7,2.8,21.3,6.83
Ryan Minor,Career,Oklahoma,,,118,59,29.4,5.7,12.5,0.46,4.3,8.5,0.503,1.4,3.9,0.365,3.6,4.5,0.798,,,6.5,1.9,1.6,0.6,1.9,2.7,16.5,8.28
Dexter Pittman,2006-07,Texas,Big 12,FR,29,0,5.3,1,1.7,0.604,1,1.7,0.604,0,0,,0.6,1.2,0.471,1,0.8,1.8,0.1,0.2,0.3,0.4,1.4,2.6,6.12
Dexter Pittman,2007-08,Texas,Big 12,SO,36,1,6.8,1.1,1.9,0.559,1.1,1.9,0.559,0,0,,0.6,1.1,0.561,1.3,1.1,2.4,0.2,0.1,0.5,0.6,1.1,2.8,8.59
Dexter Pittman,2008-09,Texas,Big 12,JR,35,24,16.6,3.7,6,0.616,3.7,6,0.616,0,0,,2.7,3.9,0.691,2.6,2.8,5.5,0.4,0.4,0.9,1.4,2.7,10.1,8.09
Dexter Pittman,2009-10,Texas,Big 12,SR,34,34,19.1,4.1,6.3,0.654,4.1,6.3,0.654,0,0,,2.2,4,0.556,3,2.9,5.9,0.5,0.4,1.9,1.8,2.6,10.4,7.38
Dexter Pittman,Career,Texas,,,134,59,12.2,2.5,4,0.623,2.5,4,0.623,0,0,,1.6,2.6,0.601,2,1.9,3.9,0.3,0.2,0.9,1.1,2,6.6,7.54
Steve Novak,2002-03,Marquette,CUSA,FR,33,0,15.5,2,4,0.504,0.4,0.7,0.5,1.7,3.3,0.505,0.9,1,0.939,0.5,1.6,2.2,0.5,0.2,0,0.5,1.6,6.7,7.28
Steve Novak,2003-04,Marquette,CUSA,SO,31,29,29.5,3.8,9.4,0.407,0.9,2.7,0.349,2.9,6.7,0.43,2,2.2,0.912,1.1,3.5,4.6,1.3,0.7,0.1,1.4,1.9,12.5,4.12
Steve Novak,2004-05,Marquette,CUSA,JR,31,29,29.9,4.1,9,0.457,1.2,2.7,0.447,2.9,6.2,0.461,2.5,2.7,0.905,1.1,3,4.1,0.9,0.5,0.1,1.3,2.4,13.5,4.7
Steve Novak,2005-06,Marquette,Big East,SR,31,31,33.8,5.6,11.7,0.477,1.7,3.4,0.5,3.9,8.4,0.467,2.4,2.5,0.974,1.1,4.8,5.9,1.3,0.6,0.1,1,2.1,17.5,8.16
Steve Novak,Career,Marquette,,,126,89,27,3.8,8.4,0.456,1,2.3,0.443,2.8,6.1,0.461,1.9,2.1,0.931,1,3.2,4.2,1,0.5,0.1,1.1,2,12.4,6.06
Omar Cook,2000-01,St. John's (NY),Big East,FR,29,29,38.2,4.9,13.5,0.36,2.5,5.9,0.424,2.3,7.6,0.309,3.3,4.4,0.742,0.6,2.4,3,8.7,2.3,0.2,5.1,2.8,15.3,8.27
Omar Cook,Career,St. John's (NY),,,29,29,38.2,4.9,13.5,0.36,2.5,5.9,0.424,2.3,7.6,0.309,3.3,4.4,0.742,0.6,2.4,3,8.7,2.3,0.2,5.1,2.8,15.3,8.27
A.J. Guyton,1996-97,Indiana,Big Ten,FR,33,29,33.5,4.8,10.9,0.435,3.1,6.5,0.468,1.7,4.4,0.386,2.4,2.8,0.851,,,3.3,3.9,1.2,0.5,2.2,1.3,13.6,9.39
A.J. Guyton,1997-98,Indiana,Big Ten,SO,32,30,34,5.9,12.6,0.468,3.4,6.9,0.491,2.5,5.6,0.439,2.6,3.3,0.766,,,3.5,3.7,1.2,0.3,2.5,1.9,16.8,10.71
A.J. Guyton,1998-99,Indiana,Big Ten,JR,34,34,34.1,5.8,12.8,0.455,3.6,7.3,0.492,2.2,5.5,0.406,2.1,2.8,0.755,,,3.4,2.6,0.6,0.4,2.3,1.2,16,11.35
A.J. Guyton,1999-00,Indiana,Big Ten,SR,29,29,34.3,7,15.3,0.459,4.6,9.4,0.485,2.5,5.9,0.419,3.1,3.9,0.789,,,3.1,2.3,1,0.4,2.4,0.9,19.7,10.22
A.J. Guyton,Career,Indiana,,,128,122,34,5.8,12.8,0.455,3.6,7.5,0.484,2.2,5.3,0.414,2.5,3.2,0.79,,,3.4,3.1,1,0.4,2.3,1.3,16.4,10.42
Alphonso Ford,1989-90,Mississippi Valley State,SWAC,FR,27,27,31.8,10.7,24.3,0.441,6.9,13.6,0.503,3.9,10.7,0.361,4.7,6.3,0.737,,,4.9,1.9,1.5,0.2,2.5,3.3,29.9,-6.12
Alphonso Ford,1990-91,Mississippi Valley State,SWAC,SO,28,27,33.4,11.6,23.9,0.487,8.5,14.6,0.586,3.1,9.3,0.331,6.4,8.4,0.765,3.5,2.5,6,1.4,2.2,0.1,2.6,2.9,32.7,-6.48
Alphonso Ford,1991-92,Mississippi Valley State,SWAC,JR,26,27,33.2,9.8,21.8,0.45,7.2,13.3,0.543,2.6,8.5,0.303,5.3,7,0.757,,,5.6,3.7,2.5,0.4,2.9,2.6,27.5,-9.81
Alphonso Ford,1992-93,Mississippi Valley State,SWAC,SR,28,27,32.7,9,20.6,0.436,6.3,12.9,0.486,2.7,7.7,0.352,5.3,6.7,0.791,,,5.3,3.9,1.9,0.4,3.1,2.4,26,-3.93
Alphonso Ford,Career,Mississippi Valley State,,,109,108,32.8,10.3,22.7,0.454,7.2,13.6,0.531,3.1,9,0.338,5.4,7.1,0.763,,,5.4,2.7,2,0.3,2.8,2.8,29,-6.58
Luke Walton,1999-00,Arizona,Pac-10,FR,34,19,25.5,1.9,5.4,0.353,1.6,3.8,0.419,0.3,1.6,0.2,1.5,2.1,0.712,,,4.1,3.9,1.1,0.6,2.3,1.9,5.7,9.7
Luke Walton,2000-01,Arizona,Pac-10,SO,36,6,20.4,2.1,4.9,0.42,1.8,3.8,0.481,0.3,1.1,0.22,1.1,1.7,0.672,1.5,2.4,3.9,3.2,1.1,0.3,1.7,1.5,5.5,12.56
Luke Walton,2001-02,Arizona,Pac-10,JR,31,31,36.7,5.6,11.9,0.47,5.1,10,0.506,0.5,1.9,0.283,3.9,5.8,0.682,1.8,5.5,7.3,6.3,1.6,0.6,3.8,2,15.7,12.47
Luke Walton,2002-03,Arizona,Pac-10,SR,28,28,27.6,3.8,9.1,0.42,2.8,6.5,0.434,1,2.6,0.384,2.1,3.1,0.678,1.4,4.2,5.6,5.1,0.9,0.3,2.8,2,10.8,8.95
Luke Walton,Career,Arizona,,,129,84,27.2,3.3,7.6,0.426,2.8,5.9,0.47,0.5,1.8,0.284,2.1,3.1,0.685,,,5.1,4.5,1.2,0.4,2.6,1.8,9.1,10.92
K.J. McDaniels,2011-12,Clemson,ACC,FR,30,1,10.1,1.5,3.2,0.454,1.2,2.4,0.514,0.2,0.8,0.28,0.7,1.3,0.579,1.1,0.7,1.8,0.2,0.3,0.7,0.4,0.9,3.9,3.41
K.J. McDaniels,2012-13,Clemson,ACC,SO,28,25,27.5,3.9,9,0.433,2.8,5.6,0.494,1.1,3.4,0.333,1.9,2.8,0.684,1.8,3.2,5,0.8,1.1,2.1,1.6,2.2,10.9,4.46
K.J. McDaniels,2013-14,Clemson,ACC,JR,36,35,33.7,5.8,12.6,0.459,4.6,8.8,0.527,1.2,3.8,0.304,4.3,5.1,0.842,2.4,4.7,7.1,1.6,1.1,2.8,2.3,2.2,17.1,5.97
K.J. McDaniels,Career,Clemson,,,94,61,24.3,3.9,8.6,0.45,3,5.8,0.516,0.9,2.8,0.313,2.4,3.2,0.767,1.8,3,4.8,0.9,0.9,1.9,1.5,1.8,11,4.61
Brian Oliver,1986-87,Georgia Tech,ACC,FR,29,15,30.3,2.5,5.4,0.456,2.2,4.8,0.464,0.2,0.6,0.389,1.9,2.6,0.72,,,3.1,3.2,0.9,0.1,2.1,2.2,7.1,8.99
Brian Oliver,1987-88,Georgia Tech,ACC,SO,32,32,34.6,4.9,9.7,0.506,4.5,8.5,0.529,0.4,1.2,0.342,2.4,3.2,0.745,,,4.3,3.5,1.3,0,2.2,2.8,12.6,7.43
Brian Oliver,1988-89,Georgia Tech,ACC,JR,32,32,36.3,6,10.8,0.554,5.1,8.6,0.593,0.9,2.2,0.4,3.3,4.2,0.785,,,5.6,7,1.4,0,3,2.8,16.1,8.19
Brian Oliver,1989-90,Georgia Tech,ACC,SR,34,34,37.6,7.6,14.8,0.516,6,10.5,0.569,1.7,4.3,0.388,4.3,6,0.721,,,6,3.3,0.8,0.1,2.9,2.6,21.3,10.33
Brian Oliver,Career,Georgia Tech,,,127,113,34.8,5.4,10.4,0.516,4.5,8.2,0.551,0.8,2.1,0.385,3,4.1,0.742,,,4.8,4.2,1.1,0.1,2.5,2.6,14.6,8.73
Jelani McCoy,1995-96,UCLA,Pac-10,FR,31,31,29.7,4.5,6.6,0.676,4.5,6.6,0.676,0,0,,1.3,3,0.435,,,7.8,0.9,0.6,3.3,2,2.5,10.2,7.34
Jelani McCoy,1996-97,UCLA,Pac-10,SO,32,28,26.4,4.8,6.3,0.756,4.8,6.3,0.756,0,0,,1.4,3.2,0.446,,,6.5,1.5,0.6,1.9,2.7,2.7,10.9,10.43
Jelani McCoy,1997-98,UCLA,Pac-10,JR,15,0,21.3,3.8,6.3,0.6,3.8,6.3,0.6,0,0,,2.3,4.5,0.522,,,7.1,0.9,0.5,1.7,2.3,2,9.9,10.99
Jelani McCoy,Career,UCLA,,,78,59,26.7,4.4,6.4,0.694,4.4,6.4,0.694,0,0,,1.5,3.3,0.462,,,7.1,1.1,0.6,2.4,2.3,2.4,10.4,9.59
Joe Harris ,2010-11,Virginia,ACC,FR,31,25,29.4,3.5,8.3,0.418,1.4,3.2,0.42,2.1,5,0.417,1.4,1.9,0.759,1.1,3.2,4.4,1.3,0.9,0.4,1.6,2.2,10.4,6.55
Joe Harris ,2011-12,Virginia,ACC,SO,32,31,30.3,3.8,8.6,0.442,2.3,4.5,0.497,1.5,4,0.38,2.2,2.9,0.772,0.9,3,3.9,1.7,0.7,0.4,1.4,2.1,11.3,4.23
Joe Harris ,2012-13,Virginia,ACC,JR,35,35,32.5,5.5,11.7,0.468,3.3,6.5,0.502,2.2,5.2,0.425,3.2,4.3,0.74,0.9,3.2,4,2.2,0.9,0.5,2,2.3,16.3,4.25
Joe Harris ,2013-14,Virginia,ACC,SR,37,37,28.8,4,9.1,0.441,2.1,4.3,0.487,1.9,4.9,0.4,2,3.1,0.64,0.6,2.4,2.9,2.3,0.9,0.2,1.3,2.4,12,7.86
Joe Harris ,Career,Virginia,,,135,128,30.3,4.2,9.5,0.445,2.3,4.7,0.484,1.9,4.8,0.407,2.2,3.1,0.722,0.9,2.9,3.8,1.9,0.9,0.4,1.6,2.3,12.6,5.73
Joey Dorsey,2004-05,Memphis,CUSA,FR,37,7,15.1,1.8,3.2,0.546,1.8,3.2,0.546,0,0,,1.1,2.5,0.429,2.5,3.5,6,0.5,0.6,1.2,1.3,3.1,4.6,5.4
Joey Dorsey,2005-06,Memphis,CUSA,SO,37,35,21.1,2.9,4.5,0.631,2.9,4.5,0.631,0,0,,1.1,2.9,0.393,3.1,4.4,7.5,0.8,1.2,1.8,1.2,3.7,6.9,4.24
Joey Dorsey,2006-07,Memphis,CUSA,JR,37,37,25.2,3.3,5.3,0.614,3.3,5.3,0.614,0,0,,1.9,4.1,0.467,4.4,5,9.4,0.4,1.4,2.2,1.7,2.9,8.5,3.91
Joey Dorsey,2007-08,Memphis,CUSA,SR,38,33,25.2,2.8,4.4,0.647,2.8,4.4,0.647,0,0,,1.2,3.1,0.378,3.5,6,9.5,0.5,1.1,1.9,1.1,2.8,6.9,5.76
Joey Dorsey,Career,Memphis,,,149,112,21.7,2.7,4.4,0.614,2.7,4.4,0.614,0,0,,1.3,3.1,0.42,3.4,4.7,8.1,0.5,1.1,1.8,1.3,3.1,6.7,4.83
Chris Herren,1994-95,Boston College,Big East,FR,1,0,21,3,4,0.75,3,4,0.75,0,0,,8,8,1,,,2,6,3,0,3,0,14,5.72
Chris Herren,1995-96,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Herren,1996-97,Fresno State,WAC,SO,32,21,30.3,6.1,12.8,0.475,3.9,6.9,0.573,2.1,5.9,0.362,3.3,5,0.654,,,2.3,4.6,1.8,0.1,2.9,3.2,17.5,3.32
Chris Herren,1997-98,Fresno State,WAC,JR,29,21,32.9,5.6,12,0.467,3.7,6.8,0.545,1.9,5.1,0.362,2.6,4.6,0.564,,,2.3,4.8,1.9,0,2.4,2.6,15.6,5.63
Chris Herren,1998-99,Fresno State,WAC,SR,25,21,27.4,3.6,8.9,0.408,1.9,4.3,0.435,1.8,4.6,0.383,2.3,3.4,0.682,,,1.6,7.2,1,0,2.8,1,11.4,3.54
Chris Herren,Career,Overall,,,87,63,30.2,5.2,11.3,0.458,3.3,6.1,0.536,1.9,5.2,0.367,2.8,4.4,0.636,,,2.1,5.4,1.6,0.1,2.7,2.3,15.1,4.55
Chris Herren,,Boston College,,,1,0,21,3,4,0.75,3,4,0.75,0,0,,8,8,1,,,2,6,3,0,3,0,14,
Chris Herren,,Fresno State,,,86,21,30.3,5.2,11.4,0.457,3.3,6.1,0.534,1.9,5.3,0.367,2.8,4.4,0.629,,,2.1,5.4,1.6,0.1,2.7,2.4,15.1,
Eric Riley,1989-90,Michigan,Big Ten,FR,31,0,13,1.1,1.8,0.607,1.1,1.8,0.618,0,0,0,0.5,1.1,0.457,,,3.3,0.5,0.3,1.3,0.9,2.7,2.7,10.2
Eric Riley,1990-91,Michigan,Big Ten,SO,28,26,30.5,3.8,8.4,0.447,3.8,8.4,0.449,0,0,0,3.1,4.1,0.757,,,8.6,1,0.7,2.8,2.7,3.9,10.6,8.53
Eric Riley,1991-92,Michigan,Big Ten,JR,32,3,15,2.6,4.3,0.59,2.6,4.3,0.59,0,0,,1.2,2,0.578,,,4.3,0.7,0.2,0.6,1.6,2.6,6.3,12.29
Eric Riley,1992-93,Michigan,Big Ten,SR,35,0,15.1,2.2,3.8,0.586,2.2,3.8,0.591,0,0,0,1.1,1.5,0.736,1.8,3,4.8,0.4,0.4,0.9,1.1,2.3,5.6,11.9
Eric Riley,Career,Michigan,,,126,29,18,2.4,4.5,0.531,2.4,4.4,0.534,0,0,0,1.4,2.1,0.67,,,5.2,0.6,0.4,1.3,1.5,2.8,6.2,10.73
Vincent Yarbrough,1998-99,Tennessee,SEC,FR,30,28,23.5,2.8,6.6,0.417,2,3.8,0.522,0.8,2.8,0.274,1.3,1.9,0.702,,,5.2,1.4,1.4,1,1.6,1.8,7.6,6.55
Vincent Yarbrough,1999-00,Tennessee,SEC,SO,33,33,30.6,5.2,11.2,0.467,3.6,6.7,0.541,1.6,4.5,0.358,2.8,3.8,0.736,,,6.9,2.5,1.7,1,2.1,1.8,14.8,8.12
Vincent Yarbrough,2000-01,Tennessee,SEC,JR,33,33,31.7,5,11.2,0.443,3.7,7.4,0.498,1.3,3.8,0.339,2.7,4.2,0.638,2.1,5.3,7.4,2.5,1.7,1.3,2.2,2,13.9,10.32
Vincent Yarbrough,2001-02,Tennessee,SEC,SR,31,31,35.4,6.3,14.7,0.425,4.3,9.4,0.462,1.9,5.4,0.359,3.6,5.3,0.687,2.3,5.3,7.5,2.8,1.9,0.8,3,1.9,18.1,10.93
Vincent Yarbrough,Career,Tennessee,,,127,125,30.4,4.8,11,0.44,3.4,6.8,0.5,1.4,4.1,0.34,2.6,3.8,0.687,,,6.8,2.3,1.7,1,2.2,1.9,13.7,8.98
Kyle Singler,2007-08,Duke,ACC,FR,34,34,28.6,4.7,10.2,0.457,3.2,5.8,0.545,1.5,4.4,0.34,2.4,3.1,0.774,2.1,3.8,5.8,1.4,1.1,0.7,2.2,3.1,13.3,9.28
Kyle Singler,2008-09,Duke,ACC,SO,37,36,32.2,5.6,12.8,0.441,3.8,7.9,0.476,1.9,4.9,0.383,3.4,4.7,0.713,3,4.6,7.7,2.4,1.5,1,2.5,2.7,16.5,9.07
Kyle Singler,2009-10,Duke,ACC,JR,40,40,35.9,5.7,13.8,0.415,3.6,8.4,0.424,2.1,5.3,0.399,4.2,5.2,0.798,2.3,4.8,7,2.4,1,0.8,2,2.2,17.7,9.21
Kyle Singler,2010-11,Duke,ACC,SR,37,37,34.8,5.9,13.8,0.43,4.2,8.5,0.497,1.7,5.2,0.321,3.4,4.2,0.806,2.4,4.5,6.8,1.6,0.9,0.3,1.9,2.6,16.9,8.32
Kyle Singler,Career,Duke,,,148,147,33,5.5,12.7,0.433,3.7,7.7,0.479,1.8,5,0.363,3.4,4.3,0.773,2.4,4.4,6.9,2,1.1,0.7,2.1,2.6,16.2,8.97
Jake Voskuhl,1996-97,UConn,Big East,FR,33,30,20.5,1.5,3,0.485,1.5,3,0.485,0,0,,1.1,1.7,0.632,,,5.5,0.6,0.7,1.4,1.1,3.3,4,8.09
Jake Voskuhl,1997-98,UConn,Big East,SO,37,37,23.7,2.7,4.8,0.565,2.7,4.8,0.565,0,0,,1.5,2.2,0.675,,,7.1,0.7,0.7,1.3,1.8,3.5,6.9,7.89
Jake Voskuhl,1998-99,UConn,Big East,JR,34,34,21.4,1.9,3.8,0.512,1.9,3.8,0.512,0,0,,1.6,2.6,0.621,,,6.4,1.1,0.6,1.5,1.8,3.1,5.5,8.79
Jake Voskuhl,1999-00,UConn,Big East,SR,34,34,22.9,3.2,5.6,0.571,3.2,5.6,0.571,0,0,,2.1,3.1,0.683,,,6.4,1.1,0.5,1.4,1.8,2.7,8.5,7.58
Jake Voskuhl,Career,UConn,,,138,135,22.2,2.3,4.3,0.542,2.3,4.3,0.542,0,0,,1.6,2.4,0.656,,,6.4,0.9,0.6,1.4,1.6,3.2,6.3,8.09
Marcus Williams,2003-04,UConn,Big East,FR,16,0,14.1,1.1,2.9,0.37,0.9,1.8,0.483,0.2,1.1,0.176,0.6,0.8,0.692,0.4,0.9,1.3,4.3,1,0.1,2.4,1.8,2.9,7.77
Marcus Williams,2004-05,UConn,Big East,SO,31,31,31,3.3,8.2,0.404,2.5,6.1,0.404,0.9,2.2,0.403,2.1,2.9,0.719,0.8,3,3.8,7.8,1.1,0.3,3.3,1.7,9.6,7.62
Marcus Williams,2005-06,UConn,Big East,JR,23,20,33.3,3.6,8.9,0.407,2.6,6.3,0.41,1,2.6,0.4,4.1,4.7,0.862,0.8,3.1,3.9,8.6,0.9,0.2,3.7,1.7,12.3,6.57
Marcus Williams,Career,UConn,,,70,51,27.9,2.9,7.2,0.402,2.1,5.2,0.413,0.8,2.1,0.375,2.4,3,0.791,0.7,2.6,3.2,7.3,1,0.2,3.2,1.7,9,7.32
Dante Cunningham,2005-06,Villanova,Big East,FR,33,4,19.1,0.9,1.9,0.468,0.9,1.9,0.468,0,0,,0.4,1,0.394,1.8,2.2,4,0.8,0.8,0.6,0.8,2.4,2.2,9.23
Dante Cunningham,2006-07,Villanova,Big East,SO,33,27,27.3,3,5.8,0.513,3,5.8,0.51,0,0,1,2.7,3.4,0.779,2.6,2.8,5.4,0.7,1.3,0.6,1.7,2.9,8.7,9.16
Dante Cunningham,2007-08,Villanova,Big East,JR,35,35,30,4.1,7.5,0.544,4.1,7.5,0.544,0,0,,2.3,3.3,0.69,2.9,3.6,6.5,1.1,1.3,0.9,2.3,3.1,10.4,7.69
Dante Cunningham,2008-09,Villanova,Big East,SR,38,38,31.6,6.4,12.2,0.525,6.4,12.2,0.527,0,0.1,0,3.3,4.7,0.697,2.6,4.9,7.5,1.2,1.2,1.2,2.2,2.7,16.1,8.72
Dante Cunningham,Career,Villanova,,,139,104,27.2,3.7,7.1,0.524,3.7,7,0.525,0,0,0.333,2.2,3.2,0.693,2.5,3.4,5.9,1,1.2,0.8,1.8,2.8,9.6,8.7
